of	3643	1.02349
on	3605	1.07596
in	3201	1.04648
with	2743	1.08766
man	1825	2.20510
sitting	1393	1.62604
standing	1089	1.98244
woman	875	2.87223
group	787	2.86506
to	783	1.13505
holding	757	2.56770
person	711	2.12739
at	710	1.72406
is	683	1.05613
table	633	4.40357
next	608	1.32668
plate	581	10.58410
dog	445	8.55873
bathroom	436	23.00983
cat	433	17.75538
boy	430	4.67959
riding	430	5.99499
has	429	1.93597
room	416	7.13591
street	413	6.00818
people	412	2.77582
field	406	5.96029
top	403	1.73518
parked	366	8.11621
sits	360	1.94306
walking	360	4.24860
couple	355	1.76081
are	350	1.47533
playing	345	6.83786
sign	326	14.85157
toilet	325	30.96973
front	319	1.59389
near	312	1.52558
side	304	2.21837
looking	300	1.86318
picture	288	1.77739
flying	287	14.66289
train	280	22.01280
girl	277	3.92468
bus	273	24.71321
down	270	2.77789
laying	253	6.43244
by	248	1.42822
giraffe	246	39.12977
bed	245	14.98270
pizza	241	27.00934
area	233	2.45942
building	233	5.78957
player	230	18.25265
kitchen	228	17.18229
cake	227	16.98864
bear	224	25.45707
wearing	207	3.76962
bowl	206	12.19955
sink	204	22.65598
photo	204	3.12732
clock	204	31.54337
child	199	5.55055
stands	199	2.20208
horse	194	24.32223
bench	193	12.35171
for	192	1.84465
eating	189	8.13694
truck	184	23.63595
ready	182	4.73125
bunch	181	3.21770
up	173	1.27011
vase	172	45.25966
view	171	3.08979
elephant	171	47.14563
beach	169	17.71180
phone	169	11.03617
men	169	4.18014
grass	168	6.59613
filled	166	4.14048
from	165	1.79470
road	164	5.58828
game	163	11.27590
ball	157	14.59524
piece	155	6.39076
herd	153	21.30441
bird	153	22.47095
sky	152	13.11897
image	152	1.66182
desk	149	22.19076
water	149	6.86125
car	145	8.27095
skateboard	145	20.58004
stand	143	3.25403
motorcycle	142	35.33430
pair	142	4.64014
looks	142	2.29615
sit	141	2.88833
black	140	2.18168
over	139	2.31116
wall	137	3.71212
airplane	137	33.13236
through	137	3.15753
holds	136	3.13966
laptop	136	23.48405
plane	134	31.97335
couch	134	16.59171
sandwich	133	31.20556
hydrant	127	30.38726
back	123	3.37683
boat	122	28.36761
shown	120	2.87101
middle	119	2.43270
kite	118	28.76891
board	117	6.82632
light	115	10.02697
chair	114	7.39946
zebra	114	53.40692
covered	113	4.35000
cup	113	15.52516
background	112	2.29876
body	110	10.46810
behind	110	1.95149
other	109	1.91816
lot	109	3.85178
bat	109	33.09021
fence	108	7.90132
computer	108	21.47019
taking	106	4.20430
sidewalk	106	7.58299
shirt	104	4.41367
umbrella	102	20.67499
hand	102	3.95145
cow	100	34.66015
under	97	3.07991
giraffes	97	47.95652
snow	97	17.53317
grazing	94	22.85800
set	94	4.00516
dogs	93	15.92969
park	93	8.17144
window	93	6.81316
tree	91	7.41566
seen	91	3.66098
full	90	3.42449
glass	90	7.03837
air	89	7.25787
using	89	6.46633
frisbee	89	25.82008
tower	88	48.49527
around	88	2.71824
into	86	2.50081
lady	86	3.97926
mirror	86	18.84121
skiing	86	30.41452
pole	85	16.95899
driving	84	14.43560
trees	83	5.45548
rides	80	9.54040
day	80	3.28471
elephants	80	60.36709
sheep	79	48.46145
horses	79	28.51766
out	79	1.71876
coming	79	8.25171
birds	78	16.95226
counter	77	9.17371
children	77	6.48717
food	77	7.31273
posing	77	7.14018
corner	77	7.04372
inside	76	2.79685
guy	76	4.53427
court	76	31.53012
ground	75	2.87846
lying	75	7.71677
hit	75	21.45555
surfboard	74	30.39040
row	73	5.80681
bedroom	73	38.38850
oven	72	31.93782
hanging	71	5.44320
bike	70	19.70221
floor	70	6.19914
walk	69	5.21173
racket	69	35.06492
camera	67	4.41019
made	66	8.54816
box	66	8.22959
pile	66	7.13070
close	66	2.43721
going	66	5.73020
crowd	66	9.44064
women	66	4.73329
tracks	66	37.91749
about	65	4.16359
jumping	65	12.69677
hill	64	13.63859
slope	64	29.34902
stove	64	36.71385
carrying	63	6.99061
photograph	63	5.39621
cows	63	41.50226
head	62	4.05491
track	62	26.90765
flowers	62	24.74407
doing	62	15.00935
tub	61	45.79424
look	61	2.83938
hat	61	5.77070
slices	61	17.73306
bears	60	48.16206
zebras	59	65.70860
slice	59	18.92098
city	57	7.72107
traveling	57	14.48888
placed	57	4.53766
talking	57	9.28968
pieces	57	9.05813
green	56	2.63123
mountain	56	18.91748
sleeping	56	17.88525
door	55	8.61563
signs	55	26.88060
walks	55	6.09108
banana	55	26.87597
plates	55	18.52893
ocean	55	19.09313
dish	55	15.15116
waiting	54	5.53350
swinging	54	23.16857
topped	54	9.59807
cut	54	11.11160
edge	53	6.20729
across	53	3.49636
skis	52	28.67316
skier	52	30.65403
tray	52	12.47731
one	51	1.74169
restaurant	51	13.61933
baby	51	11.09436
tv	51	26.31260
above	50	3.89466
line	50	3.88073
surrounded	50	3.59910
decorated	50	7.77598
blue	49	2.43449
runway	49	69.68066
along	49	3.59801
airport	49	43.83297
scene	49	4.97333
beside	49	2.02490
play	49	8.32997
fork	49	22.03717
television	49	26.12839
number	49	3.45626
vegetables	49	21.98965
during	48	6.72257
cutting	48	12.78675
outside	48	2.34061
skateboarding	48	25.53524
snowboard	48	31.37082
watching	48	5.25401
buildings	47	10.50632
pulling	47	17.39282
boys	47	11.07496
players	47	21.09792
toothbrush	47	59.76395
mouth	47	12.86864
tie	47	33.44282
pan	47	24.91550
bottle	47	11.17539
intersection	46	23.22646
lights	46	16.62668
meter	45	83.75965
dressed	45	7.75186
lots	45	4.10573
skateboarder	45	27.16249
items	45	8.10843
pot	45	18.80637
sinks	44	44.56832
brushing	44	86.83768
perched	43	39.03554
bananas	43	40.82666
running	43	7.43283
types	43	10.70117
swing	43	23.06597
displayed	43	5.45086
clean	42	18.98626
helmet	42	17.83024
painted	42	7.31322
river	42	19.97397
against	42	3.55562
shower	42	49.17926
ride	42	8.98192
surfer	42	42.41608
keyboard	41	41.29985
red	41	2.69674
batter	41	50.36931
salad	41	33.80510
knife	41	13.43502
shelf	41	11.55948
resting	40	5.23968
colored	40	3.66704
donuts	40	54.60304
walls	40	13.76313
flies	40	24.66276
broccoli	40	56.74865
scissors	40	39.39404
station	39	27.35466
like	39	2.77292
animal	39	6.62411
animals	39	11.52211
lined	39	4.71247
house	39	5.14679
furniture	39	29.96928
refrigerator	39	41.16993
chairs	38	17.87885
kid	38	6.00399
leaning	38	4.92286
meal	38	14.63670
forest	38	10.40370
hands	38	4.76332
eat	38	8.30282
go	38	7.13050
microwave	38	48.40789
served	38	16.57137
cabinets	37	55.63774
cars	37	12.85305
variety	37	11.48408
between	37	3.42219
suit	37	14.67016
eaten	37	14.12975
have	37	3.04264
racquet	37	33.25629
moving	37	7.51219
cart	37	21.29522
book	37	12.41991
smiles	36	7.84483
seat	36	15.55352
face	36	4.49689
attached	36	6.29835
flock	36	31.64186
lays	36	11.34834
teeth	36	72.58582
trying	36	5.85030
store	36	12.93072
showing	36	3.97602
ramp	36	25.92327
wave	36	56.25538
yard	35	8.95431
lit	35	9.81938
basket	35	12.47933
pitcher	35	49.08260
plants	35	11.80475
drink	35	9.53697
bag	34	9.76999
closeup	34	11.82596
enclosure	34	23.63733
it	34	1.57889
shows	34	3.78383
held	34	9.54438
fruit	33	23.93411
smiling	33	6.20678
shore	33	17.24133
display	33	8.68540
boats	33	53.78747
gathered	33	7.88291
trunk	32	36.30079
reaching	32	9.54578
preparing	32	10.85588
catch	32	23.23429
watch	32	5.95359
stopped	31	16.92480
suitcase	31	21.43459
shot	31	4.05923
trick	31	23.29548
surfing	31	45.67980
takes	31	6.57372
case	30	13.84820
onto	30	3.72901
control	30	20.72901
orange	30	4.12869
windows	30	15.56038
setting	30	3.60536
carrots	30	33.05429
off	30	3.68299
controller	30	30.57222
large	30	1.99918
making	29	6.14298
yellow	29	4.02685
white	29	1.77878
drinking	29	11.27862
rests	29	9.46160
throw	29	29.73751
hotdog	29	77.13205
having	29	6.14909
remote	29	22.36434
end	29	4.89987
sand	29	17.53030
reflection	29	15.10099
cheese	29	24.93746
cooking	29	23.49537
lake	28	19.35723
mountains	28	21.89265
prepares	28	10.99121
kites	28	55.84570
baseball	28	25.83562
way	28	7.00746
fly	27	24.23971
blanket	27	17.08511
sticking	27	7.62012
brush	27	23.59491
screen	27	18.91690
catcher	27	55.92484
stacked	27	10.92086
touching	26	10.72475
working	26	14.65013
sun	26	6.44872
facing	26	6.74276
swimming	26	34.89748
statue	26	9.92953
serve	26	34.46069
planes	26	49.01110
luggage	26	14.88589
engine	26	37.34677
stop	26	19.80494
market	25	56.32959
past	25	5.52460
cage	25	18.37188
girls	25	8.41480
shaped	25	6.45304
kids	25	7.80943
jacket	25	8.65120
open	25	2.89688
cellphone	25	17.78511
towel	25	16.86618
doughnuts	25	59.58636
flag	25	14.66426
bicycle	24	29.35297
painting	24	9.62026
zoo	24	27.97813
throwing	24	22.61439
glasses	24	9.79302
enjoying	24	7.42396
getting	24	4.75717
waves	24	38.11202
ski	24	26.95805
place	24	8.41527
church	23	65.34851
passing	23	11.51134
brown	23	4.96148
toddler	23	22.01340
apple	23	31.79070
bite	23	40.89617
monitor	23	53.26407
male	23	6.31256
jump	23	20.46021
show	23	9.04478
graze	23	29.03803
watches	23	6.08665
fruits	23	50.14358
tarmac	22	77.25713
make	22	7.01004
curb	22	12.66055
woods	22	19.90056
post	22	17.06370
something	22	3.28428
oranges	22	82.33956
laid	22	30.04173
rack	22	10.22409
use	21	9.06578
dirt	21	8.65884
surfboards	21	31.85721
vehicle	21	10.87082
boxes	21	14.07554
snowboarder	21	40.47400
containing	21	7.59435
hitting	21	22.10252
rocks	21	17.90876
leaves	21	15.02462
gear	21	17.57805
see	21	5.68063
seated	21	9.19530
spoon	21	21.41027
paper	21	8.61247
used	21	7.79058
shop	21	14.76050
bags	21	14.00404
container	21	14.40321
donut	21	32.92407
bottom	21	9.73927
lid	20	59.68552
time	20	8.28860
rest	20	8.70333
surface	20	5.80266
arranged	20	11.52634
mouse	20	55.31801
uses	20	10.56452
bun	20	80.11473
plant	20	19.27667
floating	20	31.17262
umbrellas	20	34.31564
pants	20	9.55035
eats	20	18.67611
carriage	20	113.47410
's	20	1.89852
fridge	20	47.67891
adult	20	10.76562
restroom	20	32.54887
feeding	20	18.35541
cross	19	16.55884
drives	19	17.84781
bridge	19	23.08850
cats	19	31.91578
stick	19	13.09574
trail	19	19.23370
skating	19	25.72916
prepared	19	12.91985
sandwiches	19	31.40758
toy	19	6.93355
computers	19	60.86773
laptops	19	58.03514
swings	19	26.74368
motorcycles	19	46.15888
says	19	14.24543
skiers	19	45.34986
rail	19	13.75937
meat	19	25.78571
wii	19	38.72874
does	19	15.72709
boards	19	13.36139
assortment	19	14.97768
fries	19	103.31669
displaying	19	10.80603
hold	19	7.35703
collection	19	15.91222
pots	19	38.48741
appliances	18	61.69452
kitten	18	33.34035
eyes	18	15.34152
object	18	6.90328
pond	18	32.28964
curled	18	26.19146
someone	18	3.53200
bikes	18	28.82885
phones	18	25.14242
includes	18	13.14304
apples	18	68.38716
appears	18	5.70358
beds	18	48.16344
cabinet	18	20.70602
machine	18	18.27077
airplanes	18	53.39991
empty	18	4.31531
pizzas	18	59.71365
get	18	7.04450
including	17	11.53684
tile	17	23.33440
take	17	9.38012
pulled	17	14.67225
crossing	17	11.16598
towards	17	4.15350
branch	17	66.82715
poses	17	8.18011
candles	17	38.43191
ducks	17	71.73483
goes	17	9.90324
plays	17	9.09938
blender	17	105.24252
sculpture	17	12.97532
serving	17	12.32186
skateboards	17	23.16752
putting	17	9.30495
floors	17	24.15988
airliner	17	90.49950
benches	17	20.93719
big	16	2.19716
stack	16	12.39653
pitch	16	44.60563
hair	16	9.82030
legs	16	6.97441
performing	16	18.21268
kind	16	6.31064
van	16	20.03056
rock	16	20.42712
turned	16	11.60619
platter	16	22.96653
pillows	16	51.50433
visible	16	12.03610
utensils	15	18.35790
equipment	15	11.89083
bathtub	15	56.66854
opened	15	13.51496
boarding	15	12.25907
arms	15	7.65156
uniform	15	17.75869
pastry	15	21.23737
guys	15	7.82809
tables	15	16.36907
lies	15	10.24923
gather	15	12.29332
pen	15	16.01845
bread	15	15.35445
noodles	15	93.05932
stall	15	30.15197
distance	15	5.43339
blowing	15	43.86837
hole	15	37.93613
soup	15	88.09175
trailer	14	46.67310
mounted	14	10.63327
traffic	14	17.66111
pictured	14	10.14498
travels	14	21.62354
among	14	7.53308
doughnut	14	31.35505
run	14	14.03962
jetliner	14	69.80799
heads	14	13.71181
contains	14	9.61898
performs	14	28.08445
rider	14	22.73959
taken	14	5.49420
family	14	9.43752
purse	14	50.34469
clocks	14	65.79204
flower	14	19.56144
rain	14	33.62890
parade	14	46.21861
makes	14	8.58292
kinds	14	15.34591
buses	14	34.45512
put	13	11.49764
path	13	9.50978
mug	13	31.63407
team	13	21.44507
staring	13	8.97368
skies	13	19.61451
base	13	30.76804
pick	13	34.84736
jet	13	45.69917
foot	13	9.40433
atop	13	5.67577
tied	13	21.30445
leans	13	9.60302
ceiling	13	21.89669
dress	13	9.39354
lap	13	17.34186
passes	13	15.54479
catching	13	19.75088
jumps	13	14.34923
pose	13	11.70603
office	13	24.81823
underneath	13	5.07001
flown	13	73.74928
habitat	13	27.81546
wrapped	13	14.31866
docked	13	86.70044
holder	13	17.83307
left	13	4.69190
pass	13	11.78730
sides	12	11.45765
as	12	1.73093
gate	12	16.65442
directions	12	23.70585
lamp	12	18.57612
branches	12	29.30438
bow	12	42.49068
a	12	1.00115
pink	12	5.03102
highway	12	27.52898
bank	12	17.06924
pool	12	21.14235
surf	12	25.17247
toppings	12	41.59329
foreground	12	6.40776
pulls	12	19.34211
pictures	12	6.25017
containers	12	41.26696
pillow	12	26.24201
type	12	5.88079
toys	12	17.59417
climbing	12	16.19281
pipe	12	27.29495
match	12	36.62425
vases	12	47.83925
fireplace	12	42.24705
scooter	12	42.18365
bunches	12	120.30566
away	11	5.68426
reads	11	14.05019
overlooking	11	13.90650
desert	11	13.94482
drawn	11	70.11597
costume	11	19.50749
bar	11	13.25834
outfit	11	12.02431
chicken	11	29.91710
toward	11	5.49624
island	11	58.94846
turn	11	13.09242
giving	11	10.82351
rug	11	17.94763
talks	11	18.94304
streets	11	16.38813
hangs	11	12.73670
flight	11	26.52461
adults	11	10.72490
garage	11	21.28518
pie	11	25.86969
sofa	11	23.38387
runs	11	12.51682
bending	11	15.80352
bottles	11	21.10432
do	11	10.41207
paint	10	13.84548
packed	10	27.55679
terminal	10	38.78710
colors	10	8.28659
after	10	8.49750
cover	10	10.82969
dessert	10	19.75672
high	10	6.05602
pier	10	45.78198
mother	10	13.54910
loaded	10	14.58456
neck	10	17.33293
race	10	31.38486
bowls	10	27.91904
cream	10	20.39274
pasta	10	79.47333
ingredients	10	26.14128
snowboarding	10	40.92058
can	10	4.42438
baked	10	21.64501
egg	10	36.30246
arm	10	6.77980
