man	545	2.20510
is	272	1.05613
woman	260	2.87223
person	236	2.12739
group	225	2.86506
sits	172	1.94306
sitting	162	1.62604
are	146	1.47533
standing	140	1.98244
parked	137	8.11621
cat	135	17.75538
boy	127	4.67959
has	120	1.93597
bathroom	119	23.00983
people	111	2.77582
plate	110	10.58410
dog	109	8.55873
couple	108	1.76081
room	95	7.13591
stands	90	2.20208
holding	83	2.56770
girl	82	3.92468
sign	80	14.85157
picture	79	1.77739
train	75	22.01280
photo	74	3.12732
giraffe	73	39.12977
table	70	4.40357
view	69	3.08979
walking	67	4.24860
toilet	64	30.96973
sit	62	2.88833
player	62	18.25265
bus	60	24.71321
image	56	1.66182
kitchen	55	17.18229
playing	55	6.83786
holds	55	3.13966
up	55	1.27011
bear	55	25.45707
pizza	55	27.00934
riding	50	5.99499
looks	50	2.29615
stand	48	3.25403
laying	43	6.43244
clock	43	31.54337
child	42	5.55055
hydrant	42	30.38726
herd	42	21.30441
truck	42	23.63595
airplane	41	33.13236
bowl	41	12.19955
shown	40	2.87101
plane	40	31.97335
cake	40	16.98864
men	40	4.18014
bird	38	22.47095
flying	38	14.66289
elephant	37	47.14563
looking	37	1.86318
rides	35	9.54040
bunch	35	3.21770
ready	33	4.73125
lady	32	3.97926
filled	32	4.14048
light	31	10.02697
giraffes	31	47.95652
vase	31	45.25966
zebra	30	53.40692
eating	30	8.13694
horses	30	28.51766
bench	30	12.35171
desk	28	22.19076
sink	28	22.65598
area	26	2.45942
photograph	26	5.39621
seen	25	3.66098
cow	25	34.66015
skiing	25	30.41452
horse	25	24.32223
building	24	5.78957
bedroom	24	38.38850
set	24	4.00516
sandwich	24	31.20556
elephants	23	60.36709
walks	22	6.09108
bed	22	14.98270
cows	21	41.50226
pair	21	4.64014
birds	21	16.95226
guy	20	4.53427
piece	20	6.39076
tower	19	48.49527
dogs	19	15.92969
children	19	6.48717
women	19	4.73329
computer	19	21.47019
close	18	2.43721
sheep	18	48.46145
smiles	17	7.84483
car	17	8.27095
scene	17	4.97333
closeup	17	11.82596
shows	17	3.78383
flies	17	24.66276
laptop	17	23.48405
meter	16	83.75965
lays	16	11.34834
posing	16	7.14018
coming	16	8.25171
street	16	6.00818
pile	16	7.13070
perched	15	39.03554
grazing	15	22.85800
zebras	15	65.70860
taking	15	4.20430
play	15	8.32997
row	14	5.80681
lying	14	7.71677
driving	14	14.43560
lined	14	4.71247
